symbol,date,open,high,low,close,adj close,volume
TSM,2007-01-03,11.054726,11.124378,10.845771,10.915423,6.097507,12438784
TSM,2007-01-04,10.925373,10.985075,10.736318,10.915423,6.097507,17678653
TSM,2007-01-05,10.845771,10.845771,10.527363,10.636816,5.941873,12691240
TSM,2007-01-08,10.636816,10.766169,10.636816,10.696517,5.975222,5477350
TSM,2007-01-09,10.79602,10.79602,10.527363,10.567164,5.902964,7396096
TSM,2007-01-10,10.437811,10.646766,10.368159,10.626866,5.936314,11091582
TSM,2007-01-11,10.686567,10.895522,10.676617,10.855721,6.064157,17608203
TSM,2007-01-12,11.144279,11.373134,11.074627,11.19403,6.253139,33519865
TSM,2007-01-16,11.293532,11.343284,11.19403,11.253731,6.286489,14243463
TSM,2007-01-17,11.293532,11.432836,11.164179,11.432836,6.386538,19711668
TSM,2007-01-18,11.422886,11.442786,11.154229,11.19403,6.253139,20908723
TSM,2007-01-19,11.19403,11.293532,11.124378,11.233831,6.275373,12316677
TSM,2007-01-22,11.19403,11.19403,10.985075,11.004975,6.147532,11010579
TSM,2007-01-23,11.014925,11.273632,10.905473,11.19403,6.253139,17382380
TSM,2007-01-24,11.343284,11.422886,11.18408,11.422886,6.38098,12059698
TSM,2007-01-25,11.124378,11.18408,10.696517,10.706468,5.98078,47390574
TSM,2007-01-26,10.736318,10.895522,10.666667,10.875622,6.075272,13772620
TSM,2007-01-29,10.875622,10.895522,10.706468,10.716418,5.986339,7460115
TSM,2007-01-30,10.716418,10.865672,10.716418,10.855721,6.064157,6525867
TSM,2007-01-31,10.80597,10.915423,10.686567,10.855721,6.064157,9210423
TSM,2007-02-01,10.855721,10.985075,10.746269,10.955224,6.11974,8544711
TSM,2007-02-02,11.034826,11.054726,10.845771,10.885572,6.080829,7043643
TSM,2007-02-05,10.78607,10.875622,10.78607,10.79602,6.030806,8542199
TSM,2007-02-06,10.945274,10.985075,10.845771,10.915423,6.097507,9055954
TSM,2007-02-07,10.915423,11.243781,10.895522,11.104478,6.203115,13428508
TSM,2007-02-08,11.114428,11.114428,11.004975,11.064677,6.180882,7503732
TSM,2007-02-09,11.064677,11.104478,10.875622,10.895522,6.08639,9731515
TSM,2007-02-12,10.78607,10.865672,10.597015,10.626866,5.936314,11556394
TSM,2007-02-13,10.557214,10.686567,10.457711,10.676617,5.964105,13869804
TSM,2007-02-14,10.78607,11.154229,10.776119,11.094527,6.197556,12912843
TSM,2007-02-15,11.104478,11.18408,11.104478,11.114428,6.208672,11425242
TSM,2007-02-16,11.18408,11.18408,11.044776,11.174129,6.242023,4949826
TSM,2007-02-20,11.18408,11.383085,11.124378,11.293532,6.308722,8291049
TSM,2007-02-21,11.293532,11.432836,11.20398,11.422886,6.38098,7740409
TSM,2007-02-22,11.422886,11.542289,11.373134,11.492537,6.41989,10243161
TSM,2007-02-23,11.58209,11.58209,11.293532,11.333333,6.330955,6074823
TSM,2007-02-26,11.343284,11.343284,11.233831,11.333333,6.330955,8577776
TSM,2007-02-27,11.154229,11.164179,10.875622,10.885572,6.080829,16183816
TSM,2007-02-28,10.995025,11.18408,10.945274,11.044776,6.169763,9975529
TSM,2007-03-01,10.756219,10.945274,10.587065,10.875622,6.075272,15206554
TSM,2007-03-02,10.875622,10.895522,10.587065,10.587065,5.914081,9541369
TSM,2007-03-05,9.850746,10.40796,9.751244,10.059701,5.619488,19155400
TSM,2007-03-06,10.348259,10.597015,10.338308,10.557214,5.897405,16901789
TSM,2007-03-07,10.557214,10.606965,10.39801,10.447761,5.836264,12763902
TSM,2007-03-08,10.726368,10.776119,10.636816,10.726368,5.991897,7744027
TSM,2007-03-09,10.636816,10.706468,10.38806,10.696517,5.975222,22430796
TSM,2007-03-12,10.746269,11.104478,10.696517,11.064677,6.180882,15808047
TSM,2007-03-13,10.985075,11.18408,10.885572,10.905473,6.091948,18061458
TSM,2007-03-14,11.004975,11.094527,10.736318,11.004975,6.147532,9948997
TSM,2007-03-15,11.004975,11.144279,10.955224,11.094527,6.197556,11060427
TSM,2007-03-16,11.094527,11.124378,10.955224,10.965174,6.125299,8237683
TSM,2007-03-19,10.975124,11.154229,10.955224,10.985075,6.136415,9695034
TSM,2007-03-20,11.034826,11.273632,11.014925,11.253731,6.286489,9877341
TSM,2007-03-21,11.273632,11.562189,11.18408,11.492537,6.41989,9281376
TSM,2007-03-22,11.562189,11.562189,11.21393,11.283582,6.303165,14519034
TSM,2007-03-23,11.154229,11.412935,11.154229,11.313433,6.319838,7086657
TSM,2007-03-26,11.343284,11.383085,11.174129,11.373134,6.353189,9676743
TSM,2007-03-27,11.323383,11.323383,11.064677,11.064677,6.180882,6576820
TSM,2007-03-28,11.064677,11.064677,10.746269,10.766169,6.01413,13758952
TSM,2007-03-29,10.885572,11.014925,10.597015,10.746269,6.003015,22769179
TSM,2007-03-30,10.706468,10.776119,10.636816,10.696517,5.975222,9627900
TSM,2007-04-02,10.756219,10.845771,10.626866,10.726368,5.991897,6349188
TSM,2007-04-03,10.79602,10.845771,10.686567,10.845771,6.058596,16976259
TSM,2007-04-04,10.845771,10.925373,10.676617,10.726368,5.991897,12961585
TSM,2007-04-05,10.835821,10.995025,10.756219,10.915423,6.097507,12080301
TSM,2007-04-09,11.044776,11.044776,10.78607,10.81592,6.041922,8725913
TSM,2007-04-10,10.736318,10.875622,10.676617,10.756219,6.008572,11179921
TSM,2007-04-11,10.845771,10.855721,10.676617,10.716418,5.986339,7455894
TSM,2007-04-12,10.736318,10.80597,10.646766,10.746269,6.003015,8070753
TSM,2007-04-13,10.656716,10.766169,10.567164,10.646766,5.947429,8323108
TSM,2007-04-16,10.766169,10.78607,10.616915,10.716418,5.986339,13586394
TSM,2007-04-17,10.746269,10.746269,10.547264,10.606965,5.925196,10811790
TSM,2007-04-18,10.616915,10.726368,10.597015,10.616915,5.930755,10639633
TSM,2007-04-19,10.467662,10.537313,10.41791,10.497512,5.864054,14985253
TSM,2007-04-20,10.80597,10.81592,10.378109,10.467662,5.84738,16506421
TSM,2007-04-23,10.597015,10.606965,10.487562,10.527363,5.88073,10061055
TSM,2007-04-24,10.696517,10.79602,10.41791,10.736318,5.997456,27024651
TSM,2007-04-25,10.756219,10.925373,10.736318,10.895522,6.08639,27902016
TSM,2007-04-26,10.79602,11.004975,10.79602,10.975124,6.130855,18366676
TSM,2007-04-27,10.835821,10.845771,10.587065,10.636816,5.941873,16408132
TSM,2007-04-30,10.606965,10.616915,10.487562,10.487562,5.858498,13280874
TSM,2007-05-01,10.497512,10.666667,10.457711,10.636816,5.941873,8039598
TSM,2007-05-02,10.626866,10.646766,10.517413,10.567164,5.902964,11618503
TSM,2007-05-03,10.537313,10.706468,10.537313,10.656716,5.952989,9798348
TSM,2007-05-04,10.845771,10.855721,10.646766,10.646766,5.947429,9569610
TSM,2007-05-07,10.646766,10.706468,10.597015,10.646766,5.947429,5307907
TSM,2007-05-08,10.587065,10.597015,10.41791,10.447761,5.836264,7262230
TSM,2007-05-09,10.368159,10.477612,10.338308,10.477612,5.85294,12284517
TSM,2007-05-10,10.497512,10.497512,10.328358,10.368159,5.791796,14074924
TSM,2007-05-11,10.278607,10.40796,10.278607,10.358209,5.786236,10183162
