symbol,date,open,high,low,close,adj close,volume
NVDA,2023-01-03,148.509995,149.960007,140.960007,143.149994,143.086502,40127700
NVDA,2023-01-04,145.669998,148.529999,142.410004,147.490005,147.424591,43132400
NVDA,2023-01-05,144.910004,145.639999,141.479996,142.649994,142.586716,38916800
NVDA,2023-01-06,144.740005,150.100006,140.339996,148.589996,148.524094,40504400
NVDA,2023-01-09,152.839996,160.559998,151.410004,156.279999,156.210693,50423100
NVDA,2023-01-10,155.070007,159.619995,154.720001,159.089996,159.019455,38410100
NVDA,2023-01-11,158.399994,160.279999,155.630005,160.009995,159.939011,35328500
NVDA,2023-01-12,161.0,166.369995,154.919998,165.110001,165.036789,55140900
NVDA,2023-01-13,162.779999,169.220001,161.649994,168.990005,168.915054,44728700
NVDA,2023-01-17,168.990005,177.279999,168.990005,177.020004,176.941498,51110200
NVDA,2023-01-18,176.669998,178.729996,172.820007,173.770004,173.692932,43962400
NVDA,2023-01-19,170.360001,171.970001,167.309998,167.649994,167.575638,45293200
NVDA,2023-01-20,170.110001,178.559998,168.25,178.389999,178.310883,56496700
NVDA,2023-01-23,180.639999,192.449997,178.179993,191.929993,191.844864,65516300
NVDA,2023-01-24,188.270004,194.949997,188.199997,192.649994,192.564545,49620400
NVDA,2023-01-25,189.130005,193.699997,185.800003,193.229996,193.144302,44953700
NVDA,2023-01-26,197.009995,201.660004,192.779999,198.020004,197.932175,48953500
NVDA,2023-01-27,194.619995,206.279999,194.050003,203.649994,203.559677,54214200
NVDA,2023-01-30,199.5,201.399994,191.5,191.619995,191.535004,48861100
NVDA,2023-01-31,191.699997,196.869995,189.5,195.369995,195.283356,49801700
NVDA,2023-02-01,196.910004,211.919998,196.110001,209.429993,209.337112,66047700
NVDA,2023-02-02,210.0,219.490005,207.0,217.089996,216.993713,56427600
NVDA,2023-02-03,210.0,217.449997,207.889999,211.0,210.906433,42936600
NVDA,2023-02-06,208.059998,215.699997,207.860001,210.889999,210.796463,45219700
NVDA,2023-02-07,213.820007,222.589996,211.5,221.729996,221.631653,66415000
NVDA,2023-02-08,223.869995,228.779999,220.080002,222.050003,221.951523,55965100
NVDA,2023-02-09,226.059998,230.199997,221.199997,223.369995,223.27092,52387600
NVDA,2023-02-10,216.899994,220.779999,208.110001,212.649994,212.555664,55073700
NVDA,2023-02-13,215.380005,220.479996,209.619995,217.880005,217.783371,47491900
NVDA,2023-02-14,215.779999,230.490005,213.660004,229.710007,229.608139,67547400
NVDA,2023-02-15,225.490005,228.550003,221.059998,227.639999,227.539047,42057500
NVDA,2023-02-16,221.330002,225.5,219.270004,220.020004,219.922409,41202600
NVDA,2023-02-17,216.309998,217.399994,209.75,213.880005,213.785156,46588800
NVDA,2023-02-21,210.0,214.940002,206.179993,206.550003,206.458389,41001500
NVDA,2023-02-22,207.070007,211.039993,204.210007,207.539993,207.447952,51318400
NVDA,2023-02-23,234.399994,238.880005,230.25,236.639999,236.535049,111799500
NVDA,2023-02-24,232.25,234.740005,229.470001,232.860001,232.756729,58971600
NVDA,2023-02-27,236.699997,238.800003,234.539993,235.009995,234.905777,45299400
NVDA,2023-02-28,233.720001,238.25,232.059998,232.160004,232.057037,45596300
NVDA,2023-03-01,231.919998,232.559998,225.080002,226.979996,226.879333,46002600
NVDA,2023-03-02,224.880005,233.800003,224.320007,233.139999,233.036606,38941500
NVDA,2023-03-03,233.199997,239.0,231.300003,238.899994,238.794052,41239300
NVDA,2023-03-06,238.910004,242.479996,234.869995,235.539993,235.435532,43742900
NVDA,2023-03-07,236.0,241.25,232.410004,232.880005,232.816254,51515400
NVDA,2023-03-08,234.869995,242.0,234.240005,241.809998,241.74382,51357300
NVDA,2023-03-09,241.75,244.539993,233.830002,234.360001,234.295853,50125700
NVDA,2023-03-10,234.089996,236.270004,227.259995,229.649994,229.587128,47486600
NVDA,2023-03-13,227.520004,232.979996,222.970001,229.660004,229.597137,42189000
NVDA,2023-03-14,234.960007,242.190002,234.600006,240.630005,240.564148,47491000
NVDA,2023-03-15,237.610001,242.860001,233.600006,242.279999,242.213669,52448600
NVDA,2023-03-16,240.270004,255.880005,238.940002,255.410004,255.340088,58325300
NVDA,2023-03-17,259.820007,263.98999,256.679993,257.25,257.179596,84854700
NVDA,2023-03-20,256.149994,260.23999,251.300003,259.0,258.929108,43274700
NVDA,2023-03-21,261.799988,263.920013,253.809998,261.98999,261.918274,54740800
NVDA,2023-03-22,264.25,275.890015,262.369995,264.679993,264.607574,79729500
NVDA,2023-03-23,271.149994,274.98999,266.899994,271.910004,271.835571,56488900
NVDA,2023-03-24,270.309998,271.670013,263.549988,267.790009,267.716705,45492000
NVDA,2023-03-27,268.369995,270.0,263.649994,265.309998,265.237396,36102600
NVDA,2023-03-28,264.470001,265.130005,258.5,264.100006,264.02771,35610400
NVDA,2023-03-29,268.25,270.779999,265.970001,269.839996,269.766144,39369400
NVDA,2023-03-30,272.290009,274.98999,271.019989,273.829987,273.755035,36451600
