Date,Open,High,Low,Close,Adj Close,Volume
1999-05-21,0.356771,0.356771,0.343750,0.354167,0.324893,30350400
1999-05-24,0.356771,0.364583,0.347656,0.352865,0.323699,16262400
1999-05-25,0.354167,0.359375,0.351563,0.355469,0.326088,13008000
1999-05-26,0.354167,0.372396,0.354167,0.354167,0.324893,10473600
1999-05-27,0.356771,0.356771,0.351563,0.351563,0.322505,8232000
1999-05-28,0.356771,0.356771,0.351563,0.355469,0.326088,8865600
1999-06-01,0.354167,0.356771,0.348958,0.356771,0.327282,9854400
1999-06-02,0.356771,0.356771,0.343750,0.343750,0.315337,13012800
1999-06-03,0.352865,0.355469,0.348958,0.352865,0.323699,4156800
1999-06-04,0.355469,0.356771,0.352865,0.355469,0.326088,7891200
1999-06-07,0.357422,0.364583,0.356771,0.359375,0.329671,12513600
1999-06-08,0.360677,0.375000,0.359375,0.368490,0.338032,15331200
1999-06-09,0.369792,0.382813,0.369792,0.375000,0.344004,9518400
1999-06-10,0.375000,0.377604,0.372396,0.376302,0.345199,3609600
1999-06-11,0.376302,0.377604,0.355469,0.368490,0.338032,6100800
1999-06-14,0.369141,0.369792,0.351563,0.354167,0.324893,5164800
1999-06-15,0.354167,0.356771,0.348958,0.354167,0.324893,4929600
1999-06-16,0.359375,0.375000,0.354167,0.364583,0.334449,6441600
1999-06-17,0.361979,0.367188,0.354167,0.354167,0.324893,7492800
1999-06-18,0.356771,0.356771,0.341146,0.341146,0.312949,15873600
1999-06-21,0.351563,0.359375,0.342122,0.359375,0.329671,8347200
1999-06-22,0.359375,0.359375,0.345052,0.352865,0.323699,19305600
1999-06-23,0.348958,0.359375,0.345052,0.359375,0.329671,21091200
1999-06-24,0.361979,0.361979,0.348958,0.351563,0.322505,11520000
1999-06-25,0.348958,0.360677,0.348958,0.356771,0.327282,7353600
1999-06-28,0.368490,0.368490,0.354167,0.361979,0.332060,10915200
1999-06-29,0.367188,0.371094,0.361979,0.365885,0.335643,9268800
1999-06-30,0.377604,0.398438,0.369792,0.398438,0.365505,26923200
1999-07-01,0.398438,0.398438,0.356771,0.377604,0.346393,8899200
1999-07-02,0.382813,0.404948,0.375000,0.404948,0.371477,22488000
1999-07-06,0.408854,0.408854,0.401042,0.406250,0.372672,19809600
1999-07-07,0.408854,0.408854,0.398438,0.398438,0.365505,6312000
1999-07-08,0.401042,0.414063,0.388021,0.407552,0.373866,18604800
1999-07-09,0.406250,0.445313,0.406250,0.442057,0.405519,21172800
1999-07-12,0.468750,0.481771,0.450521,0.462240,0.424034,40104000
1999-07-13,0.467448,0.470052,0.442708,0.463542,0.425228,13886400
1999-07-14,0.463542,0.473958,0.442708,0.445313,0.408506,13795200
1999-07-15,0.449219,0.463542,0.447917,0.447917,0.410895,13704000
1999-07-16,0.455729,0.460938,0.447917,0.457031,0.419255,10387200
1999-07-19,0.458333,0.459635,0.442708,0.445313,0.408506,4363200
1999-07-20,0.445313,0.445313,0.421875,0.437500,0.401339,17875200
1999-07-21,0.432292,0.432292,0.411458,0.424479,0.389394,11208000
1999-07-22,0.421875,0.421875,0.401042,0.404948,0.371477,21326400
1999-07-23,0.403646,0.416667,0.403646,0.404948,0.371477,8025600
1999-07-26,0.415365,0.415365,0.406250,0.406250,0.372672,6052800
1999-07-27,0.406250,0.408854,0.401042,0.407552,0.373866,9859200
1999-07-28,0.406250,0.419271,0.404948,0.414063,0.379839,24422400
1999-07-29,0.406250,0.419271,0.403646,0.417969,0.383422,38880000
1999-07-30,0.417969,0.429688,0.416667,0.419271,0.384616,45230400
1999-08-02,0.419271,0.424479,0.416667,0.423177,0.388199,31334400
1999-08-03,0.423177,0.423177,0.408854,0.412760,0.378643,25521600
1999-08-04,0.415365,0.416667,0.411458,0.412760,0.378643,8995200
1999-08-05,0.412760,0.419271,0.406250,0.419271,0.384616,24057600
1999-08-06,0.417969,0.420573,0.416667,0.419271,0.384616,18398400
1999-08-09,0.420573,0.424479,0.416667,0.419271,0.384616,3105600
1999-08-10,0.421875,0.445313,0.419271,0.427083,0.391783,21206400
1999-08-11,0.434896,0.460938,0.429688,0.455729,0.418061,19771200
1999-08-12,0.458333,0.489583,0.455729,0.477865,0.438367,23961600
1999-08-13,0.473958,0.483073,0.468750,0.472656,0.433589,8467200
1999-08-16,0.476563,0.476563,0.438802,0.454427,0.416866,22344000
1999-08-17,0.455729,0.463542,0.444010,0.455729,0.418061,19353600
1999-08-18,0.450521,0.471354,0.441406,0.466146,0.427617,27988800
1999-08-19,0.498698,0.591146,0.481771,0.565104,0.518395,196699200
1999-08-20,0.566406,0.570313,0.539063,0.559896,0.513618,35308800
1999-08-23,0.552083,0.552083,0.507813,0.526042,0.482562,50798400
1999-08-24,0.518229,0.528646,0.492188,0.523438,0.480173,39806400
1999-08-25,0.524740,0.529948,0.500000,0.520833,0.477783,35035200
1999-08-26,0.520833,0.528646,0.505208,0.513021,0.470617,27537600
1999-08-27,0.523438,0.562500,0.520833,0.541667,0.496896,55238400
1999-08-30,0.550781,0.561198,0.516927,0.539714,0.495104,15864000
1999-08-31,0.541667,0.588542,0.531250,0.585938,0.537507,78686400
1999-09-01,0.585938,0.585938,0.549479,0.558594,0.512424,56534400
1999-09-02,0.540365,0.554688,0.528646,0.552083,0.506451,34108800
1999-09-03,0.562500,0.570313,0.552083,0.555990,0.510035,25886400
1999-09-07,0.565104,0.565104,0.550781,0.553385,0.507645,12441600
1999-09-08,0.554688,0.558594,0.552083,0.552083,0.506451,17006400
1999-09-09,0.557292,0.561198,0.533854,0.544271,0.499284,20947200
1999-09-10,0.553385,0.559896,0.549479,0.552083,0.506451,16742400
1999-09-13,0.554688,0.554688,0.528646,0.533854,0.489728,17443200
1999-09-14,0.533854,0.533854,0.515625,0.518229,0.475395,25036800
1999-09-15,0.511719,0.528646,0.507813,0.522135,0.478978,21273600
1999-09-16,0.515625,0.520833,0.502604,0.509115,0.467034,15811200
1999-09-17,0.505859,0.510417,0.489583,0.507813,0.465840,17164800
1999-09-20,0.498698,0.505208,0.489583,0.489583,0.449117,22910400
1999-09-21,0.479167,0.481771,0.436198,0.442708,0.406116,73732800
1999-09-22,0.442708,0.455729,0.416667,0.453125,0.415672,37598400
1999-09-23,0.454427,0.455729,0.411458,0.415365,0.381033,37958400
1999-09-24,0.416667,0.427083,0.348958,0.377604,0.346393,68491200
1999-09-27,0.402344,0.408854,0.377604,0.401042,0.367894,43200000
1999-09-28,0.401693,0.442708,0.401042,0.437500,0.401339,41318400
1999-09-29,0.446615,0.463542,0.395833,0.402344,0.369088,59404800
1999-09-30,0.416667,0.429688,0.395833,0.401042,0.367894,34252800
1999-10-01,0.394531,0.408854,0.377604,0.398438,0.365505,34776000
1999-10-04,0.411458,0.412760,0.401042,0.406250,0.372672,17760000
1999-10-05,0.406250,0.447917,0.406250,0.445313,0.408506,47808000
1999-10-06,0.446615,0.520833,0.442708,0.498698,0.457478,150873600
1999-10-07,0.519531,0.519531,0.463542,0.466146,0.427617,48729600
1999-10-08,0.466146,0.503906,0.447917,0.489583,0.449117,39892800
1999-10-11,0.493490,0.494792,0.463542,0.476563,0.437173,54446400
1999-10-12,0.479167,0.484375,0.468750,0.470052,0.431200,32299200
1999-10-13,0.464844,0.464844,0.447917,0.457031,0.419255,28036800
1999-10-14,0.458333,0.458333,0.442708,0.447917,0.410895,19233600
1999-10-15,0.425781,0.447917,0.424479,0.445313,0.408506,21072000
1999-10-18,0.446615,0.446615,0.419271,0.421875,0.387005,21518400
1999-10-19,0.434896,0.434896,0.397135,0.404948,0.371477,30892800
1999-10-20,0.411458,0.424479,0.404948,0.419271,0.384616,34872000
1999-10-21,0.417969,0.438802,0.406250,0.438802,0.402533,38212800
1999-10-22,0.437500,0.462240,0.437500,0.449219,0.412089,28675200
1999-10-25,0.446615,0.453125,0.427083,0.427083,0.391783,21384000
1999-10-26,0.445313,0.484375,0.442708,0.468750,0.430006,48124800
1999-10-27,0.471354,0.473958,0.440104,0.447917,0.410895,21412800
1999-10-28,0.450521,0.458333,0.424479,0.427083,0.391783,22276800
1999-10-29,0.432292,0.468750,0.429688,0.460938,0.422839,33052800
1999-11-01,0.453125,0.507813,0.453125,0.489583,0.449117,78254400
1999-11-02,0.498698,0.523438,0.494792,0.520833,0.477783,83750400
1999-11-03,0.541667,0.585938,0.537760,0.571615,0.524368,201168000
1999-11-04,0.578125,0.623698,0.578125,0.608073,0.557813,126033600
1999-11-05,0.625000,0.630208,0.559896,0.588542,0.539896,61636800
1999-11-08,0.570313,0.622396,0.552083,0.605469,0.555424,47001600
1999-11-09,0.604167,0.606771,0.572917,0.596354,0.547062,27235200
1999-11-10,0.598307,0.598958,0.579427,0.591146,0.542285,14404800
1999-11-11,0.591146,0.664063,0.578125,0.632813,0.580508,56270400
1999-11-12,0.660156,0.666667,0.622396,0.666667,0.611564,50150400
1999-11-15,0.671224,0.691406,0.643229,0.653646,0.599619,36220800
1999-11-16,0.669271,0.729167,0.666667,0.716146,0.656953,72379200
1999-11-17,0.729167,0.781250,0.718750,0.743490,0.682037,78638400
1999-11-18,0.759115,0.765625,0.739583,0.746094,0.684426,23596800
1999-11-19,0.835938,0.924479,0.833333,0.893229,0.819399,216518400
1999-11-22,0.916016,0.916667,0.838542,0.891927,0.818205,54019200
1999-11-23,0.800781,0.837240,0.791667,0.828125,0.759677,55324800
1999-11-24,0.824219,0.833333,0.740885,0.802083,0.735787,40684800
1999-11-26,0.794271,0.802083,0.770833,0.796875,0.731009,7176000
1999-11-29,0.794271,0.804688,0.750000,0.768229,0.704731,29860800
1999-11-30,0.770833,0.783854,0.721354,0.721354,0.661731,31468800
1999-12-01,0.721354,0.768229,0.721354,0.757813,0.695176,22353600
1999-12-02,0.760417,0.824219,0.760417,0.813802,0.746537,30988800
1999-12-03,0.821615,0.835938,0.783854,0.794271,0.728621,34276800
1999-12-06,0.796875,0.820313,0.796875,0.816406,0.748926,17860800
1999-12-07,0.822917,0.824219,0.757813,0.789063,0.723843,18638400
1999-12-08,0.786458,0.832031,0.783854,0.824219,0.756093,20169600
1999-12-09,0.822917,0.843750,0.770833,0.799479,0.733398,21494400
1999-12-10,0.813802,0.817708,0.776042,0.790365,0.725038,9830400
1999-12-13,0.781250,0.808594,0.770833,0.787760,0.722648,18384000
1999-12-14,0.789063,0.808594,0.766927,0.774740,0.710704,27388800
1999-12-15,0.769531,0.773438,0.731771,0.750000,0.688009,20596800
1999-12-16,0.753906,0.765625,0.742188,0.744792,0.683231,13257600
1999-12-17,0.765625,0.795573,0.761719,0.783854,0.719065,26208000
1999-12-20,0.785156,0.864258,0.757813,0.848958,0.778787,40243200
1999-12-21,0.848958,0.886719,0.817708,0.885417,0.812233,38836800
1999-12-22,0.888021,0.916667,0.854167,0.906250,0.831344,25118400
1999-12-23,0.907552,0.968750,0.903646,0.966146,0.886289,28022400
1999-12-27,0.986979,0.988281,0.919271,0.929688,0.852845,20241600
1999-12-28,0.929688,0.963542,0.924479,0.927083,0.850455,17918400
1999-12-29,0.925130,0.968750,0.924479,0.958333,0.879122,13214400
1999-12-30,0.958333,0.972656,0.942708,0.966146,0.886289,13977600
1999-12-31,0.964193,0.979167,0.960938,0.977865,0.897040,12734400
2000-01-03,0.984375,0.992188,0.919271,0.975260,0.894650,30091200
2000-01-04,0.958333,0.960938,0.901042,0.949219,0.870761,30048000
2000-01-05,0.921875,0.937500,0.904948,0.917969,0.842094,18835200
2000-01-06,0.917969,0.917969,0.822917,0.858073,0.787149,12048000
2000-01-07,0.854167,0.881510,0.841146,0.872396,0.800288,7118400
2000-01-10,0.875000,0.937500,0.859375,0.901042,0.826567,23985600
2000-01-11,0.895833,0.906250,0.864583,0.864583,0.793121,14812800
2000-01-12,0.864583,0.865885,0.830729,0.842448,0.772816,12355200
2000-01-13,0.841146,0.885417,0.830729,0.877604,0.805066,13219200
2000-01-14,0.890625,0.951823,0.888021,0.915365,0.839706,60456000
2000-01-18,0.927083,0.958333,0.885417,0.954427,0.875539,26164800
2000-01-19,0.958333,0.958333,0.937500,0.945313,0.867178,16468800
2000-01-20,0.953125,1.005208,0.934896,0.942708,0.864789,17956800
2000-01-21,0.940104,0.944010,0.908854,0.932292,0.855234,54427200
2000-01-24,0.962240,0.962240,0.885417,0.890625,0.817011,25694400
2000-01-25,0.894531,0.903646,0.854167,0.882813,0.809844,23712000
2000-01-26,0.882813,0.906250,0.830729,0.846354,0.776399,23246400
2000-01-27,0.852865,0.852865,0.770833,0.802083,0.735787,45820800
2000-01-28,0.791667,0.796875,0.747396,0.778646,0.714287,19444800
2000-01-31,0.782552,0.799479,0.729167,0.772135,0.708314,18240000
2000-02-01,0.773438,0.796875,0.744792,0.790365,0.725038,9297600
2000-02-02,0.794271,0.828125,0.790365,0.812500,0.745343,14904000
2000-02-03,0.838542,0.855469,0.820313,0.825521,0.757288,10824000
2000-02-04,0.851563,0.851563,0.828125,0.845052,0.775205,12369600
2000-02-07,0.848958,0.848958,0.791667,0.792969,0.727426,21748800
2000-02-08,0.812500,0.859375,0.791667,0.830729,0.762065,46881600
2000-02-09,0.861979,0.876302,0.850260,0.851563,0.781177,58905600
2000-02-10,0.903646,1.041667,0.903646,1.026042,0.941235,97008000
2000-02-11,1.076823,1.078125,0.966146,1.041667,0.955568,42379200
2000-02-14,1.044271,1.208333,1.033854,1.208333,1.108459,65011200
2000-02-15,1.210938,1.212240,1.111979,1.161458,1.065458,45048000
2000-02-16,1.174479,1.255208,1.161458,1.214844,1.114432,101956800
2000-02-17,1.213542,1.265625,1.195313,1.257813,1.153849,53577600
2000-02-18,1.239583,1.421875,1.230469,1.403646,1.287628,96086400
2000-02-22,1.359375,1.377604,1.312500,1.364583,1.251794,54249600
2000-02-23,1.348958,1.386719,1.332031,1.372396,1.258960,51139200
2000-02-24,1.380208,1.389323,1.302083,1.359375,1.247016,24432000
2000-02-25,1.360677,1.360677,1.218750,1.274740,1.169377,27873600
2000-02-28,1.268229,1.281250,1.244792,1.265625,1.161015,51787200
2000-02-29,1.257813,1.348958,1.257813,1.333333,1.223127,30604800
2000-03-01,1.333333,1.333333,1.273438,1.294271,1.187294,38356800
2000-03-02,1.304688,1.304688,1.203125,1.207031,1.107264,19104000
2000-03-03,1.208333,1.239583,1.197917,1.226563,1.125181,27369600
2000-03-06,1.234375,1.328125,1.208333,1.218750,1.118014,43209600
2000-03-07,1.562500,1.817708,1.494792,1.735677,1.592215,195220800
2000-03-08,1.734701,1.765625,1.609375,1.750000,1.605354,66873600
2000-03-09,1.770833,2.250000,1.765625,2.089518,1.916810,95294400
2000-03-10,2.197917,3.020833,2.182292,2.458333,2.255140,216120000
2000-03-13,2.229167,3.125000,2.208333,3.109375,2.852371,241516800
2000-03-14,3.092448,3.092448,2.250000,2.294271,2.104639,156777600
2000-03-15,2.458659,2.522135,2.125000,2.200521,2.018637,99561600
2000-03-16,2.270833,2.348958,1.929688,1.961914,1.799752,75038400
2000-03-17,1.916667,2.229167,1.916341,2.080729,1.908747,55761600
2000-03-20,2.162760,2.231771,2.013021,2.079427,1.907552,36528000
2000-03-21,2.083333,2.101563,1.812500,1.976563,1.813190,53664000
2000-03-22,1.992188,2.052083,1.958333,1.990885,1.826329,23059200
2000-03-23,1.972656,2.135417,1.968750,2.026042,1.858580,30940800
2000-03-24,2.013021,2.104167,1.875000,1.941406,1.780939,23160000
2000-03-27,1.937500,2.000000,1.796875,1.813802,1.663883,38894400
2000-03-28,1.751302,1.770833,1.645833,1.678385,1.539659,39331200
2000-03-29,1.684896,1.723958,1.500000,1.567708,1.438129,46944000
2000-03-30,1.520833,1.703125,1.468750,1.558594,1.429769,36192000
2000-03-31,1.665039,1.830729,1.635417,1.760091,1.614611,96297600
2000-04-03,1.744141,1.750000,1.576823,1.622396,1.488297,32995200
2000-04-04,1.708333,1.736979,1.187500,1.562500,1.433352,51379200
2000-04-05,1.578125,2.031250,1.497396,1.910156,1.752273,63960000
2000-04-06,1.998698,2.100260,1.903646,1.998698,1.833496,40459200
2000-04-07,2.098958,2.187500,2.010417,2.136719,1.960109,31857600
2000-04-10,2.173177,2.299479,1.907552,1.947917,1.786912,39528000
2000-04-11,1.812174,1.979167,1.666667,1.832031,1.680605,45758400
2000-04-12,1.834635,1.875000,1.635417,1.641927,1.506214,31344000
2000-04-13,1.654948,1.713542,1.544271,1.571615,1.441713,31329600
2000-04-14,1.471354,1.584635,1.364583,1.433268,1.314802,42192000
2000-04-17,1.312500,1.562500,1.312500,1.506510,1.381990,29409600
2000-04-18,1.658203,1.869792,1.609375,1.773438,1.626855,47750400
2000-04-19,1.829427,1.854167,1.666667,1.688802,1.549215,27835200
2000-04-20,1.734375,1.766927,1.656250,1.679688,1.540854,15393600
2000-04-24,1.583333,1.653646,1.513021,1.596354,1.464407,20596800
2000-04-25,1.667969,1.822917,1.664063,1.770833,1.624465,24969600
2000-04-26,1.894531,1.937500,1.750000,1.752604,1.607743,25411200
2000-04-27,1.635417,1.914063,1.626302,1.895833,1.739133,28099200
2000-04-28,1.925781,2.000000,1.856771,1.856771,1.703300,17904000
2000-05-01,1.927083,1.968750,1.871094,1.916667,1.758246,11942400
2000-05-02,1.916667,2.028646,1.789063,1.842448,1.690161,23400000
2000-05-03,1.830729,1.890625,1.666667,1.812500,1.662688,32918400
2000-05-04,1.808594,1.911458,1.792969,1.834635,1.682994,24120000
2000-05-05,1.826823,1.963542,1.802083,1.919271,1.760634,17059200
2000-05-08,1.869792,1.937500,1.846354,1.848958,1.696133,18513600
2000-05-09,1.880208,1.895833,1.770833,1.822917,1.672244,17683200
2000-05-10,1.804688,1.805990,1.627604,1.643229,1.507408,27408000
2000-05-11,1.666667,1.743490,1.644531,1.713542,1.571910,24590400
2000-05-12,1.760417,1.854167,1.661458,1.661458,1.524130,18782400
2000-05-15,1.653646,1.804688,1.572917,1.776042,1.629244,28209600
2000-05-16,1.854167,2.014323,1.833333,1.958333,1.796468,36643200
2000-05-17,2.062500,2.388021,2.061198,2.302083,2.111805,129062400
2000-05-18,2.315104,2.352865,2.131510,2.145833,1.968470,50990400
2000-05-19,2.083333,2.197917,2.067708,2.127604,1.951747,52118400
2000-05-22,2.104167,2.265625,1.917969,2.265625,2.078360,51715200
2000-05-23,2.208333,2.457031,2.171875,2.247396,2.061638,77856000
2000-05-24,2.244792,2.281250,1.921875,2.218750,2.035360,73963200
2000-05-25,2.251302,2.385417,2.160156,2.187500,2.006692,56918400
2000-05-26,2.198568,2.259115,2.062500,2.198568,2.016846,18345600
2000-05-30,2.257813,2.346354,2.247396,2.289063,2.099861,30364800
2000-05-31,2.281250,2.416667,2.281250,2.377604,2.181084,46953600
2000-06-01,2.447917,2.470052,2.382813,2.444010,2.242001,41899200
2000-06-02,2.494792,2.770833,2.494792,2.740885,2.514338,59217600
2000-06-05,2.736979,2.937500,2.627604,2.799805,2.568388,49190400
2000-06-06,2.809896,2.914063,2.645833,2.660156,2.440281,37588800
2000-06-07,2.640625,2.662760,2.502604,2.541667,2.331586,33235200
2000-06-08,2.606771,2.609375,2.458333,2.561198,2.349502,46070400
2000-06-09,2.609375,2.750000,2.570313,2.634115,2.416393,46728000
2000-06-12,2.645833,2.667969,2.505208,2.563802,2.351891,38001600
2000-06-13,2.492188,2.645833,2.479167,2.644531,2.425947,44784000
2000-06-14,2.694010,2.708333,2.607096,2.641927,2.423559,27508800
2000-06-15,2.634115,2.710938,2.492188,2.710938,2.486866,33859200
2000-06-16,2.701172,3.125000,2.700521,3.119792,2.861926,98784000
2000-06-19,3.111979,3.567708,3.033854,3.315104,3.041095,105216000
2000-06-20,3.372396,3.411458,3.229167,3.270833,3.000483,61027200
2000-06-21,3.220052,3.666667,3.220052,3.602865,3.305071,61488000
2000-06-22,3.587240,3.661458,3.372396,3.406250,3.124707,61435200
2000-06-23,3.315104,3.356771,3.083333,3.084635,2.829676,60739200
2000-06-26,3.145833,3.476563,3.096354,3.457031,3.171290,61828800
2000-06-27,3.427083,3.484375,2.877604,2.968750,2.723369,60460800
2000-06-28,3.031250,3.145833,2.770833,2.854167,2.618257,58660800
2000-06-29,2.804688,2.804688,2.395833,2.442708,2.240807,118488000
2000-06-30,2.557292,2.692708,2.432292,2.648438,2.429531,120919200
2000-07-03,2.666667,2.750000,2.520833,2.546875,2.336364,23268000
2000-07-05,2.536458,2.541667,2.197917,2.273438,2.085528,77793600
2000-07-06,2.276042,2.494792,2.221354,2.411458,2.212140,60393600
2000-07-07,2.500000,2.541667,2.375000,2.424479,2.224084,34656000
2000-07-10,2.382813,2.609375,2.359375,2.549479,2.338753,35126400
2000-07-11,2.515625,2.885417,2.486979,2.755208,2.527477,75530400
2000-07-12,2.869792,2.976563,2.778646,2.833333,2.599144,38815200
2000-07-13,2.893229,3.114583,2.888021,3.098958,2.842814,45873600
2000-07-14,3.161458,3.221354,3.000000,3.075521,2.821314,28020000
2000-07-17,3.122396,3.125000,3.031250,3.041667,2.790259,10555200
2000-07-18,2.875000,3.125000,2.875000,2.981771,2.735313,18367200
2000-07-19,2.875000,2.895833,2.731771,2.791667,2.560923,18950400
2000-07-20,2.789063,2.937500,2.781250,2.867188,2.630202,14299200
2000-07-21,2.875000,2.958333,2.833333,2.903646,2.663646,25192800
2000-07-24,2.906250,2.927083,2.541667,2.656250,2.436699,28111200
2000-07-25,2.697917,2.718750,2.552083,2.557292,2.345920,33530400
2000-07-26,2.557292,2.557292,2.296875,2.367188,2.171529,38006400
2000-07-27,2.291667,2.322917,2.166667,2.197917,2.016249,33156000
2000-07-28,2.208333,2.414063,2.083333,2.250000,2.064027,51266400
2000-07-31,2.375000,2.505208,2.250000,2.500000,2.293363,37123200
2000-08-01,2.500000,2.520833,2.432292,2.450521,2.247973,35061600
2000-08-02,2.416667,2.540365,2.377604,2.500000,2.293363,34543200
