symbol,date,open,high,low,close,adj close,volume
ASML,2014-01-02,92.620003,92.82,92.019997,92.360001,83.335564,647100
ASML,2014-01-03,92.360001,92.57,91.910004,92.040001,83.046822,1084100
ASML,2014-01-06,91.059998,91.089996,89.989998,90.150002,81.341507,745100
ASML,2014-01-07,88.970001,89.599998,88.809998,89.389999,80.655731,840200
ASML,2014-01-08,89.279999,89.730003,88.959999,89.629997,80.872299,785000
ASML,2014-01-09,90.760002,90.760002,89.660004,90.139999,81.332451,824000
ASML,2014-01-10,90.279999,91.07,90.080002,91.07,82.171585,759800
ASML,2014-01-13,90.080002,90.769997,90.050003,90.360001,81.53096,1158100
ASML,2014-01-14,90.199997,91.410004,90.129997,91.190002,82.279892,1124600
ASML,2014-01-15,90.290001,90.75,89.099998,89.440002,80.700867,1521800
ASML,2014-01-16,86.57,86.669998,84.839996,85.220001,76.893204,2774700
ASML,2014-01-17,83.690002,84.480003,83.279999,84.400002,76.153305,3130400
ASML,2014-01-21,85.300003,87.279999,84.879997,87.150002,78.634613,3920300
ASML,2014-01-22,91.43,92.290001,90.150002,91.290001,82.37011,3541200
ASML,2014-01-23,90.169998,90.169998,87.279999,88.389999,79.753456,2320300
ASML,2014-01-24,90.040001,90.089996,87.480003,87.589996,79.031616,2351400
ASML,2014-01-27,88.440002,88.510002,87.050003,87.620003,79.058693,1931700
ASML,2014-01-28,87.879997,88.099998,86.349998,86.440002,77.994003,1367900
ASML,2014-01-29,85.599998,86.720001,85.349998,85.650002,77.281174,1255500
ASML,2014-01-30,87.209999,87.349998,85.029999,85.230003,76.902222,1619700
ASML,2014-01-31,83.800003,85.139999,83.760002,84.629997,76.360832,828300
ASML,2014-02-03,85.459999,85.739998,83.93,84.559998,76.297676,1136900
ASML,2014-02-04,84.330002,84.82,83.919998,84.089996,75.873604,1074500
ASML,2014-02-05,84.769997,85.489998,84.190002,85.160004,76.839066,854400
ASML,2014-02-06,86.230003,87.059998,86.190002,86.839996,78.354881,568400
ASML,2014-02-07,86.68,87.610001,86.389999,87.559998,79.004547,761400
ASML,2014-02-10,87.419998,87.660004,87.050003,87.540001,78.986504,299000
ASML,2014-02-11,87.93,89.610001,87.919998,89.610001,80.854256,375000
ASML,2014-02-12,88.669998,88.900002,87.860001,87.93,79.338394,1205000
ASML,2014-02-13,87.650002,88.610001,87.529999,88.470001,79.825645,1823900
ASML,2014-02-14,89.019997,89.209999,88.599998,89.18,80.466278,1176200
ASML,2014-02-18,89.949997,89.980003,89.040001,89.68,80.917412,3076900
ASML,2014-02-19,89.459999,89.5,88.169998,88.199997,79.582016,1898900
ASML,2014-02-20,88.93,89.059998,88.099998,88.879997,80.195572,1397400
ASML,2014-02-21,89.629997,89.690002,88.550003,88.910004,80.222656,605000
ASML,2014-02-24,89.389999,90.220001,89.330002,89.339996,80.610626,490800
ASML,2014-02-25,88.330002,88.440002,86.57,86.629997,78.165428,1349600
ASML,2014-02-26,86.690002,87.089996,85.459999,85.919998,77.524796,1408100
ASML,2014-02-27,86.260002,86.379997,85.019997,86.019997,77.615021,1547100
ASML,2014-02-28,87.040001,87.269997,85.650002,86.139999,77.723289,1534500
ASML,2014-03-03,85.010002,86.169998,84.82,86.0,77.596985,4305500
ASML,2014-03-04,88.669998,89.43,88.290001,89.379997,80.646721,3451000
ASML,2014-03-05,89.279999,89.879997,89.190002,89.870003,81.088852,926400
ASML,2014-03-06,90.330002,91.790001,90.309998,91.529999,82.586632,1347800
ASML,2014-03-07,91.290001,91.349998,90.660004,91.129997,82.225739,1267400
ASML,2014-03-10,90.720001,90.980003,90.050003,90.68,81.819702,1500400
ASML,2014-03-11,90.220001,91.18,89.82,90.300003,81.476837,1096700
ASML,2014-03-12,90.120003,90.959999,89.879997,90.940002,82.054306,1046900
ASML,2014-03-13,91.410004,91.580002,89.449997,89.830002,81.05275,1543000
ASML,2014-03-14,89.099998,90.239998,89.099998,89.480003,80.736954,2437500
ASML,2014-03-17,90.43,90.919998,90.400002,90.629997,81.774582,1192000
ASML,2014-03-18,90.599998,91.739998,90.540001,91.720001,82.758072,519600
